2025-02-19 13:53:31 - Arquivo: clear.0004.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:27:02 - Arquivo: nonclear.0010.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-19 21:27:29 - Arquivo: nonclear.0011.jpg | Prob: 0.6020 | Threshold: 0.6000
2025-02-19 21:28:30 - Arquivo: nonclear.0012.jpg | Prob: 0.0005 | Threshold: 0.6000
2025-02-19 21:28:53 - Arquivo: nonclear.0013.jpg | Prob: 0.2674 | Threshold: 0.6000
2025-02-19 21:29:49 - Arquivo: nonclear.0014.jpg | Prob: 0.9582 | Threshold: 0.6000
2025-02-19 21:30:19 - Arquivo: nonclear.0015.jpg | Prob: 0.0012 | Threshold: 0.6000
2025-02-19 21:30:41 - Arquivo: nonclear.0016.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:31:11 - Arquivo: nonclear.0017.jpg | Prob: 0.9995 | Threshold: 0.6000
2025-02-19 21:31:53 - Arquivo: nonclear.0018.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:32:15 - Arquivo: nonclear.0019.jpg | Prob: 0.0011 | Threshold: 0.6000
2025-02-19 21:32:46 - Arquivo: nonclear.0020.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 21:33:25 - Arquivo: nonclear.0021.jpg | Prob: 0.0413 | Threshold: 0.6000
2025-02-19 21:34:18 - Arquivo: nonclear.0022.jpg | Prob: 0.0308 | Threshold: 0.6000
2025-02-19 21:34:45 - Arquivo: nonclear.0023.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-19 21:35:09 - Arquivo: nonclear.0024.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-19 21:35:43 - Arquivo: nonclear.0025.jpg | Prob: 0.0014 | Threshold: 0.6000
2025-02-19 21:36:23 - Arquivo: nonclear.0026.jpg | Prob: 0.0005 | Threshold: 0.6000
2025-02-19 21:36:55 - Arquivo: nonclear.0027.jpg | Prob: 0.0011 | Threshold: 0.6000
2025-02-19 21:37:23 - Arquivo: nonclear.0028.jpg | Prob: 0.0912 | Threshold: 0.6000
2025-02-19 21:37:52 - Arquivo: nonclear.0029.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:38:19 - Arquivo: nonclear.0030.jpg | Prob: 0.0131 | Threshold: 0.6000
2025-02-19 21:38:52 - Arquivo: nonclear.0031.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-19 21:39:17 - Arquivo: nonclear.0032.jpg | Prob: 0.0010 | Threshold: 0.6000
2025-02-19 21:39:45 - Arquivo: nonclear.0033.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:40:09 - Arquivo: nonclear.0034.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:40:33 - Arquivo: nonclear.0035.jpg | Prob: 0.0116 | Threshold: 0.6000
2025-02-19 21:40:57 - Arquivo: nonclear.0036.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:41:29 - Arquivo: nonclear.0037.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:41:50 - Arquivo: nonclear.0038.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:42:14 - Arquivo: nonclear.0039.jpg | Prob: 0.8349 | Threshold: 0.6000
2025-02-19 21:42:44 - Arquivo: nonclear.0040.jpg | Prob: 0.1147 | Threshold: 0.6000
2025-02-19 21:43:43 - Arquivo: nonclear.0041.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:44:06 - Arquivo: nonclear.0042.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:44:36 - Arquivo: nonclear.0043.jpg | Prob: 0.0172 | Threshold: 0.6000
2025-02-19 21:45:38 - Arquivo: nonclear.0044.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:46:07 - Arquivo: nonclear.0045.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:46:42 - Arquivo: nonclear.0046.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 21:47:12 - Arquivo: nonclear.0047.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:47:40 - Arquivo: nonclear.0048.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:48:07 - Arquivo: nonclear.0049.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:48:31 - Arquivo: nonclear.0050.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:49:01 - Arquivo: nonclear.0051.jpg | Prob: 0.6067 | Threshold: 0.6000
2025-02-19 21:49:25 - Arquivo: nonclear.0052.jpg | Prob: 0.0009 | Threshold: 0.6000
2025-02-19 21:50:23 - Arquivo: nonclear.0053.jpg | Prob: 0.5152 | Threshold: 0.6000
2025-02-19 21:50:52 - Arquivo: nonclear.0054.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:51:49 - Arquivo: nonclear.0055.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:52:21 - Arquivo: nonclear.0056.jpg | Prob: 0.2804 | Threshold: 0.6000
2025-02-19 21:53:27 - Arquivo: nonclear.0057.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 21:53:59 - Arquivo: nonclear.0058.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:54:38 - Arquivo: nonclear.0059.jpg | Prob: 0.0023 | Threshold: 0.6000
2025-02-19 21:55:25 - Arquivo: nonclear.0060.jpg | Prob: 0.5950 | Threshold: 0.6000
2025-02-19 21:55:57 - Arquivo: nonclear.0061.jpg | Prob: 0.2433 | Threshold: 0.6000
2025-02-19 21:56:25 - Arquivo: nonclear.0062.jpg | Prob: 0.0014 | Threshold: 0.6000
2025-02-19 21:56:57 - Arquivo: nonclear.0063.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 21:57:21 - Arquivo: nonclear.0064.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:57:59 - Arquivo: nonclear.0065.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:58:33 - Arquivo: nonclear.0066.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:59:02 - Arquivo: nonclear.0067.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 21:59:30 - Arquivo: nonclear.0068.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:00:00 - Arquivo: nonclear.0069.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:00:27 - Arquivo: nonclear.0070.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:00:55 - Arquivo: nonclear.0071.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:01:21 - Arquivo: nonclear.0072.jpg | Prob: 0.0028 | Threshold: 0.6000
2025-02-19 22:01:58 - Arquivo: nonclear.0073.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:03:00 - Arquivo: nonclear.0074.jpg | Prob: 0.0043 | Threshold: 0.6000
2025-02-19 22:03:23 - Arquivo: nonclear.0075.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:04:21 - Arquivo: nonclear.0076.jpg | Prob: 0.0360 | Threshold: 0.6000
2025-02-19 22:05:04 - Arquivo: nonclear.0077.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:05:43 - Arquivo: nonclear.0078.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:06:12 - Arquivo: nonclear.0079.jpg | Prob: 0.0005 | Threshold: 0.6000
2025-02-19 22:07:02 - Arquivo: nonclear.0080.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:07:36 - Arquivo: nonclear.0081.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:08:05 - Arquivo: nonclear.0082.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:08:35 - Arquivo: nonclear.0083.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:09:00 - Arquivo: nonclear.0084.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:09:25 - Arquivo: nonclear.0085.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:09:54 - Arquivo: nonclear.0086.jpg | Prob: 0.4981 | Threshold: 0.6000
2025-02-19 22:10:20 - Arquivo: nonclear.0087.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:11:03 - Arquivo: nonclear.0088.jpg | Prob: 0.0113 | Threshold: 0.6000
2025-02-19 22:11:33 - Arquivo: nonclear.0089.jpg | Prob: 0.9996 | Threshold: 0.6000
2025-02-19 22:12:16 - Arquivo: nonclear.0090.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:12:39 - Arquivo: nonclear.0091.jpg | Prob: 0.9993 | Threshold: 0.6000
2025-02-19 22:13:10 - Arquivo: nonclear.0092.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:13:36 - Arquivo: nonclear.0093.jpg | Prob: 0.9997 | Threshold: 0.6000
2025-02-19 22:14:02 - Arquivo: nonclear.0094.jpg | Prob: 0.0555 | Threshold: 0.6000
2025-02-19 22:14:35 - Arquivo: nonclear.0095.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:15:04 - Arquivo: nonclear.0096.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:15:31 - Arquivo: nonclear.0097.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:15:59 - Arquivo: nonclear.0098.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:16:28 - Arquivo: nonclear.0099.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:16:56 - Arquivo: nonclear.0100.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:17:26 - Arquivo: nonclear.0101.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:17:55 - Arquivo: nonclear.0102.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:18:25 - Arquivo: nonclear.0103.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:19:02 - Arquivo: nonclear.0104.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:19:37 - Arquivo: nonclear.0105.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:20:18 - Arquivo: nonclear.0106.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:20:54 - Arquivo: nonclear.0107.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:21:25 - Arquivo: nonclear.0108.jpg | Prob: 0.0018 | Threshold: 0.6000
2025-02-19 22:21:55 - Arquivo: nonclear.0109.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:22:26 - Arquivo: nonclear.0110.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:22:54 - Arquivo: nonclear.0111.jpg | Prob: 0.0096 | Threshold: 0.6000
2025-02-19 22:23:36 - Arquivo: nonclear.0112.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:24:00 - Arquivo: nonclear.0113.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:24:26 - Arquivo: nonclear.0114.jpg | Prob: 0.0019 | Threshold: 0.6000
2025-02-19 22:25:12 - Arquivo: nonclear.0115.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:25:43 - Arquivo: nonclear.0116.jpg | Prob: 0.6205 | Threshold: 0.6000
2025-02-19 22:26:31 - Arquivo: nonclear.0117.jpg | Prob: 0.1573 | Threshold: 0.6000
2025-02-19 22:26:55 - Arquivo: nonclear.0118.jpg | Prob: 0.9850 | Threshold: 0.6000
2025-02-19 22:27:18 - Arquivo: nonclear.0119.jpg | Prob: 0.3608 | Threshold: 0.6000
2025-02-19 22:27:43 - Arquivo: nonclear.0120.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-19 22:28:11 - Arquivo: nonclear.0121.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:28:50 - Arquivo: nonclear.0122.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 22:29:19 - Arquivo: nonclear.0123.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:29:47 - Arquivo: nonclear.0124.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:30:17 - Arquivo: nonclear.0125.jpg | Prob: 0.9932 | Threshold: 0.6000
2025-02-19 22:30:51 - Arquivo: nonclear.0126.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:31:20 - Arquivo: nonclear.0127.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:32:21 - Arquivo: nonclear.0128.jpg | Prob: 0.0022 | Threshold: 0.6000
2025-02-19 22:32:52 - Arquivo: nonclear.0129.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:33:32 - Arquivo: nonclear.0130.jpg | Prob: 0.0551 | Threshold: 0.6000
2025-02-19 22:34:01 - Arquivo: nonclear.0131.jpg | Prob: 0.0148 | Threshold: 0.6000
2025-02-19 22:34:31 - Arquivo: nonclear.0132.jpg | Prob: 0.0035 | Threshold: 0.6000
2025-02-19 22:35:14 - Arquivo: nonclear.0133.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:35:43 - Arquivo: nonclear.0134.jpg | Prob: 0.0189 | Threshold: 0.6000
2025-02-19 22:36:11 - Arquivo: nonclear.0135.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:37:12 - Arquivo: nonclear.0136.jpg | Prob: 0.1423 | Threshold: 0.6000
2025-02-19 22:37:54 - Arquivo: nonclear.0137.jpg | Prob: 0.0751 | Threshold: 0.6000
2025-02-19 22:38:29 - Arquivo: nonclear.0138.jpg | Prob: 0.0246 | Threshold: 0.6000
2025-02-19 22:38:55 - Arquivo: nonclear.0139.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 22:39:25 - Arquivo: nonclear.0140.jpg | Prob: 0.2379 | Threshold: 0.6000
2025-02-19 22:39:50 - Arquivo: nonclear.0141.jpg | Prob: 0.4677 | Threshold: 0.6000
2025-02-19 22:40:35 - Arquivo: nonclear.0142.jpg | Prob: 0.0383 | Threshold: 0.6000
2025-02-19 22:41:19 - Arquivo: nonclear.0143.jpg | Prob: 0.0031 | Threshold: 0.6000
2025-02-19 22:41:50 - Arquivo: nonclear.0144.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 22:42:12 - Arquivo: nonclear.0145.jpg | Prob: 0.3311 | Threshold: 0.6000
2025-02-19 22:42:49 - Arquivo: nonclear.0146.jpg | Prob: 0.0277 | Threshold: 0.6000
2025-02-19 22:43:13 - Arquivo: nonclear.0147.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:43:41 - Arquivo: nonclear.0148.jpg | Prob: 0.4153 | Threshold: 0.6000
2025-02-19 22:44:04 - Arquivo: nonclear.0149.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:44:28 - Arquivo: nonclear.0150.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-19 22:44:54 - Arquivo: nonclear.0151.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:45:36 - Arquivo: nonclear.0152.jpg | Prob: 0.0012 | Threshold: 0.6000
2025-02-19 22:46:00 - Arquivo: nonclear.0153.jpg | Prob: 0.0361 | Threshold: 0.6000
2025-02-19 22:46:28 - Arquivo: nonclear.0154.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 22:46:53 - Arquivo: nonclear.0155.jpg | Prob: 0.9901 | Threshold: 0.6000
2025-02-19 22:47:17 - Arquivo: nonclear.0156.jpg | Prob: 0.0009 | Threshold: 0.6000
2025-02-19 22:47:39 - Arquivo: nonclear.0157.jpg | Prob: 0.9991 | Threshold: 0.6000
2025-02-19 22:48:09 - Arquivo: nonclear.0158.jpg | Prob: 0.0582 | Threshold: 0.6000
2025-02-19 22:48:40 - Arquivo: nonclear.0159.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:49:13 - Arquivo: nonclear.0160.jpg | Prob: 0.9934 | Threshold: 0.6000
2025-02-19 22:49:51 - Arquivo: nonclear.0161.jpg | Prob: 0.9999 | Threshold: 0.6000
2025-02-19 22:50:14 - Arquivo: nonclear.0162.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:51:15 - Arquivo: nonclear.0163.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:52:05 - Arquivo: nonclear.0164.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:52:49 - Arquivo: nonclear.0165.jpg | Prob: 0.0282 | Threshold: 0.6000
2025-02-19 22:53:21 - Arquivo: nonclear.0166.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-19 22:53:45 - Arquivo: nonclear.0167.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:54:28 - Arquivo: nonclear.0168.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:54:51 - Arquivo: nonclear.0169.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:55:35 - Arquivo: nonclear.0170.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:56:01 - Arquivo: nonclear.0171.jpg | Prob: 0.0209 | Threshold: 0.6000
2025-02-19 22:56:28 - Arquivo: nonclear.0172.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:56:57 - Arquivo: nonclear.0173.jpg | Prob: 0.0064 | Threshold: 0.6000
2025-02-19 22:57:21 - Arquivo: nonclear.0174.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:57:46 - Arquivo: nonclear.0175.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:58:22 - Arquivo: nonclear.0176.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:58:48 - Arquivo: nonclear.0177.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 22:59:19 - Arquivo: nonclear.0178.jpg | Prob: 0.0167 | Threshold: 0.6000
2025-02-19 22:59:45 - Arquivo: nonclear.0179.jpg | Prob: 0.0011 | Threshold: 0.6000
2025-02-19 23:00:14 - Arquivo: nonclear.0180.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 23:00:45 - Arquivo: nonclear.0181.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:01:07 - Arquivo: nonclear.0182.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:01:41 - Arquivo: nonclear.0183.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:02:18 - Arquivo: nonclear.0184.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:02:54 - Arquivo: nonclear.0185.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:03:32 - Arquivo: nonclear.0186.jpg | Prob: 0.9992 | Threshold: 0.6000
2025-02-19 23:03:57 - Arquivo: nonclear.0187.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:04:34 - Arquivo: nonclear.0188.jpg | Prob: 0.0020 | Threshold: 0.6000
2025-02-19 23:05:00 - Arquivo: nonclear.0189.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:05:32 - Arquivo: nonclear.0190.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:06:00 - Arquivo: nonclear.0191.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-19 23:06:30 - Arquivo: nonclear.0192.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:07:02 - Arquivo: nonclear.0193.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:07:26 - Arquivo: nonclear.0194.jpg | Prob: 0.0011 | Threshold: 0.6000
2025-02-19 23:07:57 - Arquivo: nonclear.0195.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:08:40 - Arquivo: nonclear.0196.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:09:07 - Arquivo: nonclear.0197.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:09:33 - Arquivo: nonclear.0198.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:10:30 - Arquivo: nonclear.0199.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:11:08 - Arquivo: nonclear.0200.jpeg | Prob: 0.9561 | Threshold: 0.6000
2025-02-19 23:11:34 - Arquivo: nonclear.0201.jpeg | Prob: 0.8977 | Threshold: 0.6000
2025-02-19 23:11:59 - Arquivo: nonclear.0202.jpeg | Prob: 0.0014 | Threshold: 0.6000
2025-02-19 23:12:27 - Arquivo: nonclear.0203.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:13:16 - Arquivo: nonclear.0204.jpeg | Prob: 0.0018 | Threshold: 0.6000
2025-02-19 23:14:20 - Arquivo: nonclear.0205.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:14:44 - Arquivo: nonclear.0206.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:15:24 - Arquivo: nonclear.0207.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:15:48 - Arquivo: nonclear.0208.jpeg | Prob: 0.0001 | Threshold: 0.6000
2025-02-19 23:16:15 - Arquivo: nonclear.0209.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-19 23:16:40 - Arquivo: nonclear.0210.jpeg | Prob: 0.0018 | Threshold: 0.6000
2025-02-19 23:17:08 - Arquivo: nonclear.0211.jpeg | Prob: 0.0187 | Threshold: 0.6000
2025-02-19 23:17:33 - Arquivo: nonclear.0212.jpeg | Prob: 0.0000 | Threshold: 0.6000
