Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,11,0.9032,0.9032257795333862,0.009780248627066612,0.20121565461158752,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,12,0.9032,0.9032257795333862,0.005893373396247625,0.20748567581176758,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,13,0.9032,0.9032257795333862,0.004161021672189236,0.2100614309310913,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,14,0.9032,0.9032257795333862,0.002886198926717043,0.21142569184303284,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,15,0.9032,0.9032257795333862,0.001959925051778555,0.21674376726150513,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,16,0.9032,0.9032257795333862,0.0016530324937775731,0.22997327148914337,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,17,0.9032,0.9032257795333862,0.0011591336224228144,0.23288056254386902,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9792,0,18,0.9032,0.9032257795333862,0.0008583054295741022,0.23466530442237854,0.9032,,0.9792,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,19,0.9032,0.9032257795333862,0.0007471066201105714,0.23879161477088928,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,20,0.9032,0.9032257795333862,0.0005538776167668402,0.23601403832435608,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,21,0.9032,0.9032257795333862,0.0005638615693897009,0.23761996626853943,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,22,0.9032,0.9032257795333862,0.0005059175891801715,0.24047623574733734,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,23,0.9032,0.9032257795333862,0.00042479814146645367,0.2430376559495926,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,24,0.9032,0.9032257795333862,0.0004083553212694824,0.24423202872276306,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,25,0.9032,0.9032257795333862,0.0003542272897902876,0.24567069113254547,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,26,0.9032,0.9032257795333862,0.00031524119549430907,0.24795164167881012,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,27,0.9032,0.9032257795333862,0.00029398431070148945,0.24903452396392822,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,28,0.9032,0.9032257795333862,0.000294528785161674,0.2508789896965027,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,29,0.9032,0.9032257795333862,0.00024551202659495175,0.2562040090560913,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,30,0.9032,0.9032257795333862,0.0002301830390933901,0.2561439871788025,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,31,0.9032,0.9032257795333862,0.00019944172527175397,0.25668349862098694,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,32,0.9032,0.9032257795333862,0.00021125601779203862,0.2565498352050781,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,33,0.9032,0.9032257795333862,0.0002072779752779752,0.259219765663147,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,34,0.9032,0.9032257795333862,0.00020436724298633635,0.2586952745914459,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,35,0.9032,0.9032257795333862,0.00019655497453641146,0.2594568729400635,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,36,0.9032,0.9032257795333862,0.00016849204257596284,0.25991928577423096,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,37,0.9032,0.9032257795333862,0.00019150515436194837,0.26150593161582947,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,38,0.9032,0.9032257795333862,0.00018538368749432266,0.26299527287483215,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,39,0.9032,0.9032257795333862,0.000173783308127895,0.2633657455444336,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,40,0.9032,0.9032257795333862,0.00016324764874298126,0.26352688670158386,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,41,0.9032,0.9032257795333862,0.00014776596799492836,0.2640438377857208,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,42,0.9032,0.9032257795333862,0.0001423154171789065,0.26399239897727966,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,43,0.9032,0.9032257795333862,0.0001490974536864087,0.26471126079559326,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,44,0.9032,0.9032257795333862,0.00014217612624634057,0.2646913230419159,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,45,0.9032,0.9032257795333862,0.00012939726002514362,0.26523298025131226,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,46,0.9032,0.9032257795333862,0.00015260340296663344,0.26568982005119324,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,47,0.9032,0.9032257795333862,0.0001439993066014722,0.2657163143157959,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,48,0.9032,0.9032257795333862,0.0001312484237132594,0.266205757856369,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,49,0.9032,0.9032257795333862,0.0001383962226100266,0.26586923003196716,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,50,0.9032,0.9032257795333862,0.00013542055967263877,0.26600298285484314,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,51,0.9032,0.9032257795333862,0.0001317752612521872,0.26631495356559753,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,52,0.9032,0.9032257795333862,0.0001423585053998977,0.2666371166706085,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,53,0.9032,0.9032257795333862,0.0001315748377237469,0.26663294434547424,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,54,0.9032,0.9032257795333862,0.00013187290460336953,0.2667856216430664,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,55,0.9032,0.9032257795333862,0.0001420452754246071,0.2669723629951477,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,56,0.9032,0.9032257795333862,0.0001369932433590293,0.26706334948539734,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,57,0.9032,0.9032257795333862,0.00012446845357771963,0.26735007762908936,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,58,0.9032,0.9032257795333862,0.000133511537569575,0.2673260271549225,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
0.9032,0.9333,0.875,0.9333,0.9032,0.9833,0,59,0.9032,0.9032257795333862,0.0001294312532991171,0.2675856947898865,0.9032,,0.9833,,0.9333,,0.875,,0.9333,,14,1,2,14
