Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.871,0.9286,0.8125,0.9333,0.8667,0.9667,6,12,0.871,0.8709677457809448,0.015830866992473602,0.27093741297721863,0.8667,,0.9667,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9667,6,13,0.871,0.8709677457809448,0.009003076702356339,0.2761593163013458,0.8667,,0.9667,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,14,0.871,0.8709677457809448,0.005551603157073259,0.28768134117126465,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,15,0.871,0.8709677457809448,0.003590122563764453,0.2992074489593506,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,16,0.871,0.8709677457809448,0.002609923481941223,0.3178834617137909,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,17,0.871,0.8709677457809448,0.0018500147853046656,0.331822007894516,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,18,0.871,0.8709677457809448,0.0013820541789755225,0.345962792634964,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,19,0.871,0.8709677457809448,0.0011932739289477468,0.3501660227775574,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,20,0.871,0.8709677457809448,0.0008378211059607565,0.34758129715919495,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,21,0.871,0.8709677457809448,0.0007076536421664059,0.3424648940563202,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,22,0.871,0.8709677457809448,0.0005607422208413482,0.35001784563064575,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,23,0.871,0.8709677457809448,0.00048467458691447973,0.35377568006515503,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,24,0.871,0.8709677457809448,0.00045517043326981366,0.3626433312892914,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,25,0.871,0.8709677457809448,0.000377552438294515,0.3692525327205658,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,26,0.871,0.8709677457809448,0.0003670757287181914,0.37093353271484375,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,27,0.871,0.8709677457809448,0.0003515714197419584,0.37458109855651855,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,28,0.871,0.8709677457809448,0.00030328426510095596,0.37555909156799316,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,29,0.871,0.8709677457809448,0.0002543690789025277,0.38289329409599304,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,30,0.871,0.8709677457809448,0.00026370096020400524,0.38938280940055847,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,31,0.871,0.8709677457809448,0.00021079178259242326,0.39098599553108215,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,32,0.871,0.8709677457809448,0.00021570200624410063,0.3920620381832123,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,33,0.871,0.8709677457809448,0.00020220785518176854,0.3910529315471649,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,34,0.871,0.8709677457809448,0.00018377408559899777,0.39369502663612366,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,35,0.871,0.8709677457809448,0.0001759980368660763,0.3959343731403351,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,36,0.871,0.8709677457809448,0.00018589883984532207,0.39913153648376465,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,37,0.871,0.8709677457809448,0.0001911283325171098,0.40145647525787354,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,38,0.871,0.8709677457809448,0.00016135178157128394,0.4012341797351837,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,39,0.871,0.8709677457809448,0.00015071693633217365,0.40225401520729065,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,40,0.871,0.8709677457809448,0.00015341727703344077,0.40433767437934875,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,41,0.871,0.8709677457809448,0.00015388085739687085,0.4048384428024292,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,42,0.871,0.8709677457809448,0.0001250489876838401,0.4056418538093567,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,43,0.871,0.8709677457809448,0.00013742111332248896,0.4069775640964508,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,44,0.871,0.8709677457809448,0.0001401135086780414,0.40650779008865356,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,45,0.871,0.8709677457809448,0.00012398346734698862,0.4078330993652344,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,46,0.871,0.8709677457809448,0.00012558954767882824,0.407776415348053,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,47,0.871,0.8709677457809448,0.00013234851940069348,0.40838462114334106,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,48,0.871,0.8709677457809448,0.00013851840049028397,0.40702924132347107,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,49,0.871,0.8709677457809448,0.0001267722836928442,0.40875717997550964,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,50,0.871,0.8709677457809448,0.00012031625374220312,0.40960702300071716,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,51,0.871,0.8709677457809448,0.00012649812560994178,0.4098285436630249,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,52,0.871,0.8709677457809448,0.00012812286149710417,0.41115981340408325,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,53,0.871,0.8709677457809448,0.00011929879110539332,0.41145607829093933,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,54,0.871,0.8709677457809448,0.00011648767394945025,0.41192227602005005,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,55,0.871,0.8709677457809448,0.00011111191270174459,0.4119863212108612,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,56,0.871,0.8709677457809448,0.00010649971954990178,0.41276487708091736,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,57,0.871,0.8709677457809448,0.0001160112296929583,0.413539856672287,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,58,0.871,0.8709677457809448,0.00010617932275636122,0.4135059118270874,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,59,0.871,0.8709677457809448,0.00011702898336807266,0.41306522488594055,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,60,0.871,0.8709677457809448,0.00010917915642494336,0.41379302740097046,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
0.871,0.9286,0.8125,0.9333,0.8667,0.9625,6,61,0.871,0.8709677457809448,0.0001049293132382445,0.41368567943573,0.8667,,0.9625,,0.9286,,0.8125,,0.9333,,14,1,3,13
