Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,35,0.9355,0.9354838728904724,0.0001475858298363164,0.27724483609199524,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,36,0.9355,0.9354838728904724,0.00015540285676252097,0.27838313579559326,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,37,0.9355,0.9354838728904724,0.00014018954243510962,0.2797790765762329,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,38,0.9355,0.9354838728904724,0.00014351579011417925,0.2806626260280609,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,39,0.9355,0.9354838728904724,0.00013379292795434594,0.28112855553627014,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,40,0.9355,0.9354838728904724,0.00013812245742883533,0.2818009853363037,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,41,0.9355,0.9354838728904724,0.000138966366648674,0.2824106812477112,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,42,0.9355,0.9354838728904724,0.00012794771464541554,0.2827276587486267,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,43,0.9355,0.9354838728904724,0.0001252613728865981,0.2833288609981537,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,44,0.9355,0.9354838728904724,0.00012466206680983305,0.2839542627334595,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,45,0.9355,0.9354838728904724,0.00013032871356699616,0.28442060947418213,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,46,0.9355,0.9354838728904724,0.00012066403724020347,0.28488609194755554,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,47,0.9355,0.9354838728904724,0.00012471704394556582,0.28505003452301025,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,48,0.9355,0.9354838728904724,0.00011657745926640928,0.2855288088321686,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,49,0.9355,0.9354838728904724,0.0001063592717400752,0.28598752617836,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,50,0.9355,0.9354838728904724,0.00011755042942240834,0.2864462733268738,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,51,0.9355,0.9354838728904724,0.00012389084440656006,0.2866417169570923,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,52,0.9355,0.9354838728904724,0.00010567947174422443,0.28678297996520996,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,53,0.9355,0.9354838728904724,0.00010294638923369348,0.28691115975379944,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,54,0.9355,0.9354838728904724,0.00011941395496251062,0.2870543599128723,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,55,0.9355,0.9354838728904724,0.00010977964120684192,0.28714606165885925,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,56,0.9355,0.9354838728904724,0.00010730593930929899,0.28738054633140564,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,57,0.9355,0.9354838728904724,0.0001064416574081406,0.2874870002269745,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,58,0.9355,0.9354838728904724,0.00010427489905850962,0.2877400815486908,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,59,0.9355,0.9354838728904724,0.00010797084541991353,0.2878949046134949,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
0.9355,0.9375,0.9375,0.9333,0.9375,0.9875,8,60,0.9355,0.9354838728904724,0.00010577233479125425,0.28805428743362427,0.9375,,0.9875,,0.9375,,0.9375,,0.9333,,14,1,1,15
