Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.8947,0.914,0.8947,0.8947,0.9043,0.958,1,30,0.8947,0.8947368264198303,0.002863737754523754,0.6363572478294373,0.9043,,0.958,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9582,1,31,0.8947,0.8947368264198303,0.0030340172816067934,0.6389986276626587,0.9043,,0.9582,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9581,1,32,0.8947,0.8947368264198303,0.003073170781135559,0.6406371593475342,0.9043,,0.9581,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9581,1,33,0.8947,0.8947368264198303,0.003011396387591958,0.6427182555198669,0.9043,,0.9581,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9562,1,34,0.8947,0.8947368264198303,0.0028833462856709957,0.6470109224319458,0.9043,,0.9562,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9559,1,35,0.8947,0.8947368264198303,0.003038463881239295,0.649808406829834,0.9043,,0.9559,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9559,1,36,0.8947,0.8947368264198303,0.0029028430581092834,0.652642011642456,0.9043,,0.9559,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,37,0.8947,0.8947368264198303,0.0027256731409579515,0.6553269624710083,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,38,0.8947,0.8947368264198303,0.00295632379129529,0.6577014327049255,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9555,1,39,0.8947,0.8947368264198303,0.002857028506696224,0.6591271162033081,0.9043,,0.9555,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,40,0.8947,0.8947368264198303,0.0027471419889479876,0.6616736054420471,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9555,1,41,0.8947,0.8947368264198303,0.0027625414077192545,0.6627984642982483,0.9043,,0.9555,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9555,1,42,0.8947,0.8947368264198303,0.0029506999999284744,0.6643825173377991,0.9043,,0.9555,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,43,0.8947,0.8947368264198303,0.002901442116126418,0.6648423075675964,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,44,0.8947,0.8947368264198303,0.002921800361946225,0.6656786203384399,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,45,0.8947,0.8947368264198303,0.0029473667964339256,0.6656763553619385,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,46,0.8947,0.8947368264198303,0.002808136399835348,0.6661228537559509,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,47,0.8947,0.8947368264198303,0.003009882289916277,0.6668804883956909,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,48,0.8947,0.8947368264198303,0.002798896050080657,0.6682000160217285,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,49,0.8947,0.8947368264198303,0.0028382062446326017,0.669085681438446,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,50,0.8947,0.8947368264198303,0.002882154658436775,0.669717013835907,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9556,1,51,0.8947,0.8947368264198303,0.0027958687860518694,0.6703596115112305,0.9043,,0.9556,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9559,1,52,0.8947,0.8947368264198303,0.0028257006779313087,0.670886754989624,0.9043,,0.9559,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,53,0.8947,0.8947368264198303,0.0028284250292927027,0.6719489097595215,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9559,1,54,0.8947,0.8947368264198303,0.0027989023365080357,0.6728960275650024,0.9043,,0.9559,,0.914,,0.8947,,0.8947,,68,8,10,85
0.8947,0.914,0.8947,0.8947,0.9043,0.9557,1,55,0.8947,0.8947368264198303,0.0029245782643556595,0.6732170581817627,0.9043,,0.9557,,0.914,,0.8947,,0.8947,,68,8,10,85
