Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,Split_Index,Epoch,Training_Accuracy,Training_Val_Accuracy,Training_Loss,Training_Val_Loss,Training_F1,Training_Val_F1,Training_AUC,Training_Val_AUC,Training_Precision,Training_Val_Precision,Training_Recall,Training_Val_Recall,Training_Specificity,Training_Val_Specificity,Training_TN,Training_FP,Training_FN,Training_TP
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,38,0.9123,0.9122806787490845,0.0020042285323143005,0.5403165817260742,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,39,0.9123,0.9122806787490845,0.0020416402257978916,0.5425829887390137,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9722,7,40,0.9123,0.9122806787490845,0.0020183047745376825,0.5449883937835693,0.9231,,0.9722,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,41,0.9123,0.9122806787490845,0.0021018863189965487,0.5460968017578125,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,42,0.9123,0.9122806787490845,0.001907037803903222,0.5485076308250427,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9722,7,43,0.9123,0.9122806787490845,0.0020352837163954973,0.5510477423667908,0.9231,,0.9722,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9722,7,44,0.9123,0.9122806787490845,0.0019871611148118973,0.5521116852760315,0.9231,,0.9722,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,45,0.9123,0.9122806787490845,0.0019920954946428537,0.5533427596092224,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,46,0.9123,0.9122806787490845,0.0018883486045524478,0.5537512302398682,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,47,0.9123,0.9122806787490845,0.002110435161739588,0.5536820292472839,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,48,0.9123,0.9122806787490845,0.0019361407030373812,0.5544647574424744,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,49,0.9123,0.9122806787490845,0.00195495062507689,0.5549614429473877,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9722,7,50,0.9123,0.9122806787490845,0.0020742022898048162,0.5558426976203918,0.9231,,0.9722,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,51,0.9123,0.9122806787490845,0.0021284297108650208,0.5558475852012634,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.972,7,52,0.9123,0.9122806787490845,0.002060078317299485,0.556242048740387,0.9231,,0.972,,0.9,,0.9474,,0.8684,,66,10,5,90
0.9123,0.9,0.9474,0.8684,0.9231,0.9722,7,53,0.9123,0.9122806787490845,0.002009748248383403,0.5573579668998718,0.9231,,0.9722,,0.9,,0.9474,,0.8684,,66,10,5,90
