2025-02-17 06:45:32 - Arquivo: clear.0004.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 10:35:09 - Arquivo: clear.0510.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 10:47:43 - Arquivo: clear.0538.jpg | Prob: 0.3526 | Threshold: 0.6000
2025-02-17 10:55:46 - Arquivo: clear.0556.jpg | Prob: 0.2256 | Threshold: 0.6000
2025-02-17 11:05:14 - Arquivo: clear.0576.jpg | Prob: 0.0347 | Threshold: 0.6000
2025-02-17 11:05:38 - Arquivo: clear.0577.jpg | Prob: 0.2797 | Threshold: 0.6000
2025-02-17 11:18:19 - Arquivo: clear.0603.jpg | Prob: 0.2593 | Threshold: 0.6000
2025-02-17 11:24:35 - Arquivo: clear.0617.jpg | Prob: 0.0015 | Threshold: 0.6000
2025-02-17 11:50:27 - Arquivo: clear.0675.jpg | Prob: 0.0117 | Threshold: 0.6000
2025-02-17 11:50:57 - Arquivo: clear.0676.jpg | Prob: 0.0051 | Threshold: 0.6000
2025-02-17 12:04:46 - Arquivo: clear.0706.jpg | Prob: 0.1396 | Threshold: 0.6000
2025-02-17 12:29:06 - Arquivo: clear.0758.jpg | Prob: 0.2675 | Threshold: 0.6000
2025-02-17 12:38:05 - Arquivo: clear.0778.jpg | Prob: 0.0574 | Threshold: 0.6000
2025-02-17 12:45:38 - Arquivo: clear.0794.jpg | Prob: 0.2069 | Threshold: 0.6000
2025-02-17 13:03:50 - Arquivo: clear.0834.jpg | Prob: 0.0010 | Threshold: 0.6000
2025-02-17 13:04:15 - Arquivo: clear.0835.jpg | Prob: 0.0090 | Threshold: 0.6000
2025-02-17 13:11:21 - Arquivo: clear.0849.jpg | Prob: 0.0117 | Threshold: 0.6000
2025-02-17 13:12:12 - Arquivo: clear.0851.jpg | Prob: 0.3485 | Threshold: 0.6000
2025-02-17 13:20:17 - Arquivo: clear.0867.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 13:24:57 - Arquivo: clear.0876.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 13:49:14 - Arquivo: clear.0924.jpg | Prob: 0.0094 | Threshold: 0.6000
2025-02-17 13:52:31 - Arquivo: clear.0931.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 13:55:25 - Arquivo: clear.0937.jpg | Prob: 0.0014 | Threshold: 0.6000
2025-02-17 13:59:27 - Arquivo: clear.0946.jpg | Prob: 0.2064 | Threshold: 0.6000
2025-02-17 14:01:13 - Arquivo: clear.0950.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 14:01:41 - Arquivo: clear.0951.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 14:23:34 - Arquivo: clear.0991.jpeg | Prob: 0.0806 | Threshold: 0.6000
2025-02-17 14:32:27 - Arquivo: clear.1006.jpg | Prob: 0.0015 | Threshold: 0.6000
2025-02-17 14:36:48 - Arquivo: clear.1015.jpg | Prob: 0.1955 | Threshold: 0.6000
2025-02-17 14:38:29 - Arquivo: nonclear.0000.jpg | Prob: 0.0108 | Threshold: 0.6000
2025-02-17 14:38:54 - Arquivo: nonclear.0001.jpg | Prob: 0.0023 | Threshold: 0.6000
2025-02-17 14:39:20 - Arquivo: nonclear.0002.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:39:45 - Arquivo: nonclear.0003.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:40:11 - Arquivo: nonclear.0004.jpg | Prob: 0.0598 | Threshold: 0.6000
2025-02-17 14:40:35 - Arquivo: nonclear.0005.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:41:00 - Arquivo: nonclear.0006.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:41:30 - Arquivo: nonclear.0007.jpg | Prob: 0.0019 | Threshold: 0.6000
2025-02-17 14:42:12 - Arquivo: nonclear.0008.jpg | Prob: 0.0077 | Threshold: 0.6000
2025-02-17 14:42:36 - Arquivo: nonclear.0009.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 14:43:01 - Arquivo: nonclear.0010.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:43:46 - Arquivo: nonclear.0011.jpg | Prob: 0.7080 | Threshold: 0.6000
2025-02-17 14:44:11 - Arquivo: nonclear.0012.jpg | Prob: 0.0010 | Threshold: 0.6000
2025-02-17 14:44:35 - Arquivo: nonclear.0013.jpg | Prob: 0.6683 | Threshold: 0.6000
2025-02-17 14:45:06 - Arquivo: nonclear.0014.jpg | Prob: 0.8120 | Threshold: 0.6000
2025-02-17 14:45:38 - Arquivo: nonclear.0015.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:46:06 - Arquivo: nonclear.0016.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:46:42 - Arquivo: nonclear.0017.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 14:47:13 - Arquivo: nonclear.0018.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:47:41 - Arquivo: nonclear.0019.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:48:09 - Arquivo: nonclear.0020.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 14:48:37 - Arquivo: nonclear.0021.jpg | Prob: 0.0024 | Threshold: 0.6000
2025-02-17 14:49:07 - Arquivo: nonclear.0022.jpg | Prob: 0.0116 | Threshold: 0.6000
2025-02-17 14:49:35 - Arquivo: nonclear.0023.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:50:02 - Arquivo: nonclear.0024.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 14:50:29 - Arquivo: nonclear.0025.jpg | Prob: 0.0012 | Threshold: 0.6000
2025-02-17 14:51:09 - Arquivo: nonclear.0026.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:51:35 - Arquivo: nonclear.0027.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:52:04 - Arquivo: nonclear.0028.jpg | Prob: 0.0220 | Threshold: 0.6000
2025-02-17 14:52:31 - Arquivo: nonclear.0029.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:52:58 - Arquivo: nonclear.0030.jpg | Prob: 0.0033 | Threshold: 0.6000
2025-02-17 14:53:49 - Arquivo: nonclear.0031.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:54:18 - Arquivo: nonclear.0032.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:54:45 - Arquivo: nonclear.0033.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 14:55:21 - Arquivo: nonclear.0034.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:55:53 - Arquivo: nonclear.0035.jpg | Prob: 0.1004 | Threshold: 0.6000
2025-02-17 14:56:21 - Arquivo: nonclear.0036.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:56:49 - Arquivo: nonclear.0037.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:57:27 - Arquivo: nonclear.0038.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 14:58:22 - Arquivo: nonclear.0039.jpg | Prob: 0.0864 | Threshold: 0.6000
2025-02-17 14:59:08 - Arquivo: nonclear.0040.jpg | Prob: 0.0012 | Threshold: 0.6000
2025-02-17 14:59:40 - Arquivo: nonclear.0041.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:00:26 - Arquivo: nonclear.0042.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:00:52 - Arquivo: nonclear.0043.jpg | Prob: 0.0018 | Threshold: 0.6000
2025-02-17 15:01:21 - Arquivo: nonclear.0044.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:01:48 - Arquivo: nonclear.0045.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:02:16 - Arquivo: nonclear.0046.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:02:44 - Arquivo: nonclear.0047.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:03:10 - Arquivo: nonclear.0048.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:03:40 - Arquivo: nonclear.0049.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:04:08 - Arquivo: nonclear.0050.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:04:36 - Arquivo: nonclear.0051.jpg | Prob: 0.0366 | Threshold: 0.6000
2025-02-17 15:05:02 - Arquivo: nonclear.0052.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:05:54 - Arquivo: nonclear.0053.jpg | Prob: 0.7767 | Threshold: 0.6000
2025-02-17 15:06:51 - Arquivo: nonclear.0054.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:07:17 - Arquivo: nonclear.0055.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:07:45 - Arquivo: nonclear.0056.jpg | Prob: 0.0149 | Threshold: 0.6000
2025-02-17 15:08:10 - Arquivo: nonclear.0057.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:08:38 - Arquivo: nonclear.0058.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:09:07 - Arquivo: nonclear.0059.jpg | Prob: 0.0005 | Threshold: 0.6000
2025-02-17 15:09:37 - Arquivo: nonclear.0060.jpg | Prob: 0.3619 | Threshold: 0.6000
2025-02-17 15:10:07 - Arquivo: nonclear.0061.jpg | Prob: 0.2235 | Threshold: 0.6000
2025-02-17 15:10:32 - Arquivo: nonclear.0062.jpg | Prob: 0.0099 | Threshold: 0.6000
2025-02-17 15:11:00 - Arquivo: nonclear.0063.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 15:11:36 - Arquivo: nonclear.0064.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:12:11 - Arquivo: nonclear.0065.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:12:36 - Arquivo: nonclear.0066.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:13:22 - Arquivo: nonclear.0067.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:14:02 - Arquivo: nonclear.0068.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:14:27 - Arquivo: nonclear.0069.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:14:54 - Arquivo: nonclear.0070.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:15:19 - Arquivo: nonclear.0071.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:15:44 - Arquivo: nonclear.0072.jpg | Prob: 0.0015 | Threshold: 0.6000
2025-02-17 15:16:25 - Arquivo: nonclear.0073.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:16:58 - Arquivo: nonclear.0074.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:17:52 - Arquivo: nonclear.0075.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:18:20 - Arquivo: nonclear.0076.jpg | Prob: 0.0288 | Threshold: 0.6000
2025-02-17 15:18:59 - Arquivo: nonclear.0077.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:19:26 - Arquivo: nonclear.0078.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:19:57 - Arquivo: nonclear.0079.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:20:25 - Arquivo: nonclear.0080.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:21:13 - Arquivo: nonclear.0081.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:21:47 - Arquivo: nonclear.0082.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:22:17 - Arquivo: nonclear.0083.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:22:43 - Arquivo: nonclear.0084.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:23:14 - Arquivo: nonclear.0085.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:24:04 - Arquivo: nonclear.0086.jpg | Prob: 0.3066 | Threshold: 0.6000
2025-02-17 15:24:29 - Arquivo: nonclear.0087.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:24:56 - Arquivo: nonclear.0088.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 15:25:22 - Arquivo: nonclear.0089.jpg | Prob: 0.9999 | Threshold: 0.6000
2025-02-17 15:25:52 - Arquivo: nonclear.0090.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:26:17 - Arquivo: nonclear.0091.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 15:26:42 - Arquivo: nonclear.0092.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:27:09 - Arquivo: nonclear.0093.jpg | Prob: 0.9999 | Threshold: 0.6000
2025-02-17 15:27:36 - Arquivo: nonclear.0094.jpg | Prob: 0.0028 | Threshold: 0.6000
2025-02-17 15:28:11 - Arquivo: nonclear.0095.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:28:36 - Arquivo: nonclear.0096.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:29:13 - Arquivo: nonclear.0097.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:29:39 - Arquivo: nonclear.0098.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:30:28 - Arquivo: nonclear.0099.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:31:27 - Arquivo: nonclear.0100.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:32:02 - Arquivo: nonclear.0101.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:32:35 - Arquivo: nonclear.0102.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:33:03 - Arquivo: nonclear.0103.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:33:28 - Arquivo: nonclear.0104.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:34:00 - Arquivo: nonclear.0105.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:34:25 - Arquivo: nonclear.0106.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:34:51 - Arquivo: nonclear.0107.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:35:18 - Arquivo: nonclear.0108.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 15:35:44 - Arquivo: nonclear.0109.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 15:36:12 - Arquivo: nonclear.0110.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:37:06 - Arquivo: nonclear.0111.jpg | Prob: 0.0011 | Threshold: 0.6000
2025-02-17 15:37:37 - Arquivo: nonclear.0112.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:38:03 - Arquivo: nonclear.0113.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:38:30 - Arquivo: nonclear.0114.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:39:10 - Arquivo: nonclear.0115.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:39:45 - Arquivo: nonclear.0116.jpg | Prob: 0.4774 | Threshold: 0.6000
2025-02-17 15:40:11 - Arquivo: nonclear.0117.jpg | Prob: 0.0131 | Threshold: 0.6000
2025-02-17 15:40:43 - Arquivo: nonclear.0118.jpg | Prob: 0.9941 | Threshold: 0.6000
2025-02-17 15:41:19 - Arquivo: nonclear.0119.jpg | Prob: 0.0325 | Threshold: 0.6000
2025-02-17 15:41:49 - Arquivo: nonclear.0120.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:42:17 - Arquivo: nonclear.0121.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:42:44 - Arquivo: nonclear.0122.jpg | Prob: 0.9998 | Threshold: 0.6000
2025-02-17 15:43:10 - Arquivo: nonclear.0123.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:43:44 - Arquivo: nonclear.0124.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:44:10 - Arquivo: nonclear.0125.jpg | Prob: 0.4099 | Threshold: 0.6000
2025-02-17 15:44:45 - Arquivo: nonclear.0126.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 15:45:12 - Arquivo: nonclear.0127.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:45:39 - Arquivo: nonclear.0128.jpg | Prob: 0.0017 | Threshold: 0.6000
2025-02-17 15:46:11 - Arquivo: nonclear.0129.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:46:48 - Arquivo: nonclear.0130.jpg | Prob: 0.0026 | Threshold: 0.6000
2025-02-17 15:47:16 - Arquivo: nonclear.0131.jpg | Prob: 0.0057 | Threshold: 0.6000
2025-02-17 15:48:33 - Arquivo: nonclear.0132.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 15:49:35 - Arquivo: nonclear.0133.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 15:50:02 - Arquivo: nonclear.0134.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 15:50:52 - Arquivo: nonclear.0135.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:51:18 - Arquivo: nonclear.0136.jpg | Prob: 0.6316 | Threshold: 0.6000
2025-02-17 15:51:43 - Arquivo: nonclear.0137.jpg | Prob: 0.2596 | Threshold: 0.6000
2025-02-17 15:52:09 - Arquivo: nonclear.0138.jpg | Prob: 0.0219 | Threshold: 0.6000
2025-02-17 15:52:37 - Arquivo: nonclear.0139.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:53:04 - Arquivo: nonclear.0140.jpg | Prob: 0.0095 | Threshold: 0.6000
2025-02-17 15:53:30 - Arquivo: nonclear.0141.jpg | Prob: 0.0109 | Threshold: 0.6000
2025-02-17 15:54:18 - Arquivo: nonclear.0142.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-17 15:54:45 - Arquivo: nonclear.0143.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 15:55:21 - Arquivo: nonclear.0144.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 15:55:47 - Arquivo: nonclear.0145.jpg | Prob: 0.2593 | Threshold: 0.6000
2025-02-17 15:56:20 - Arquivo: nonclear.0146.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-17 15:56:45 - Arquivo: nonclear.0147.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:57:14 - Arquivo: nonclear.0148.jpg | Prob: 0.5335 | Threshold: 0.6000
2025-02-17 15:57:41 - Arquivo: nonclear.0149.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:58:09 - Arquivo: nonclear.0150.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:58:35 - Arquivo: nonclear.0151.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 15:59:37 - Arquivo: nonclear.0152.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 16:00:07 - Arquivo: nonclear.0153.jpg | Prob: 0.0046 | Threshold: 0.6000
2025-02-17 16:00:33 - Arquivo: nonclear.0154.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 16:01:02 - Arquivo: nonclear.0155.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 16:01:40 - Arquivo: nonclear.0156.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:02:08 - Arquivo: nonclear.0157.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 16:02:34 - Arquivo: nonclear.0158.jpg | Prob: 0.1147 | Threshold: 0.6000
2025-02-17 16:02:59 - Arquivo: nonclear.0159.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:03:30 - Arquivo: nonclear.0160.jpg | Prob: 0.9985 | Threshold: 0.6000
2025-02-17 16:04:14 - Arquivo: nonclear.0161.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 16:04:59 - Arquivo: nonclear.0162.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:05:25 - Arquivo: nonclear.0163.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:05:50 - Arquivo: nonclear.0164.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:06:16 - Arquivo: nonclear.0165.jpg | Prob: 0.0775 | Threshold: 0.6000
2025-02-17 16:06:44 - Arquivo: nonclear.0166.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-17 16:07:11 - Arquivo: nonclear.0167.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:07:38 - Arquivo: nonclear.0168.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:08:05 - Arquivo: nonclear.0169.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:08:32 - Arquivo: nonclear.0170.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:08:59 - Arquivo: nonclear.0171.jpg | Prob: 0.0027 | Threshold: 0.6000
2025-02-17 16:09:29 - Arquivo: nonclear.0172.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:10:17 - Arquivo: nonclear.0173.jpg | Prob: 0.0105 | Threshold: 0.6000
2025-02-17 16:10:47 - Arquivo: nonclear.0174.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:11:16 - Arquivo: nonclear.0175.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:11:45 - Arquivo: nonclear.0176.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:12:12 - Arquivo: nonclear.0177.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:12:40 - Arquivo: nonclear.0178.jpg | Prob: 0.0093 | Threshold: 0.6000
2025-02-17 16:13:08 - Arquivo: nonclear.0179.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:13:37 - Arquivo: nonclear.0180.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:14:05 - Arquivo: nonclear.0181.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:14:33 - Arquivo: nonclear.0182.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:15:01 - Arquivo: nonclear.0183.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:15:29 - Arquivo: nonclear.0184.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:15:57 - Arquivo: nonclear.0185.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:16:27 - Arquivo: nonclear.0186.jpg | Prob: 0.9996 | Threshold: 0.6000
2025-02-17 16:16:58 - Arquivo: nonclear.0187.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:17:26 - Arquivo: nonclear.0188.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 16:17:59 - Arquivo: nonclear.0189.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:18:26 - Arquivo: nonclear.0190.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:18:55 - Arquivo: nonclear.0191.jpg | Prob: 0.0034 | Threshold: 0.6000
2025-02-17 16:19:22 - Arquivo: nonclear.0192.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:19:49 - Arquivo: nonclear.0193.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:20:17 - Arquivo: nonclear.0194.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-17 16:20:46 - Arquivo: nonclear.0195.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:21:16 - Arquivo: nonclear.0196.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:21:55 - Arquivo: nonclear.0197.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-17 16:22:21 - Arquivo: nonclear.0198.jpeg | Prob: 0.0000 | Threshold: 0.6000
