2025-02-23 11:41:57 - Arquivo: clear.0004.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-23 17:37:52 - Arquivo: nonclear.0066.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:38:14 - Arquivo: nonclear.0067.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:38:35 - Arquivo: nonclear.0068.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:38:55 - Arquivo: nonclear.0069.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:39:16 - Arquivo: nonclear.0070.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:39:38 - Arquivo: nonclear.0071.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:39:59 - Arquivo: nonclear.0072.jpg | Prob: 0.0007 | Threshold: 0.6000
2025-02-23 17:40:19 - Arquivo: nonclear.0073.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:40:41 - Arquivo: nonclear.0074.jpg | Prob: 0.0163 | Threshold: 0.6000
2025-02-23 17:41:00 - Arquivo: nonclear.0075.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:41:22 - Arquivo: nonclear.0076.jpg | Prob: 0.0888 | Threshold: 0.6000
2025-02-23 17:41:44 - Arquivo: nonclear.0077.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:42:04 - Arquivo: nonclear.0078.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:42:26 - Arquivo: nonclear.0079.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-23 17:42:44 - Arquivo: nonclear.0080.jpg | Prob: 0.0005 | Threshold: 0.6000
2025-02-23 17:43:04 - Arquivo: nonclear.0081.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:43:28 - Arquivo: nonclear.0082.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:43:48 - Arquivo: nonclear.0083.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:44:07 - Arquivo: nonclear.0084.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:44:26 - Arquivo: nonclear.0085.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:44:46 - Arquivo: nonclear.0086.jpg | Prob: 0.1692 | Threshold: 0.6000
2025-02-23 17:45:06 - Arquivo: nonclear.0087.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-23 17:45:34 - Arquivo: nonclear.0088.jpg | Prob: 0.0104 | Threshold: 0.6000
2025-02-23 17:45:54 - Arquivo: nonclear.0089.jpg | Prob: 0.9953 | Threshold: 0.6000
2025-02-23 17:46:18 - Arquivo: nonclear.0090.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:46:39 - Arquivo: nonclear.0091.jpg | Prob: 0.9955 | Threshold: 0.6000
2025-02-23 17:47:00 - Arquivo: nonclear.0092.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:47:23 - Arquivo: nonclear.0093.jpg | Prob: 0.9998 | Threshold: 0.6000
2025-02-23 17:47:40 - Arquivo: nonclear.0094.jpg | Prob: 0.0247 | Threshold: 0.6000
2025-02-23 17:48:01 - Arquivo: nonclear.0095.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:48:22 - Arquivo: nonclear.0096.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:48:40 - Arquivo: nonclear.0097.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:49:01 - Arquivo: nonclear.0098.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:49:22 - Arquivo: nonclear.0099.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:49:43 - Arquivo: nonclear.0100.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:50:04 - Arquivo: nonclear.0101.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:50:24 - Arquivo: nonclear.0102.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:50:43 - Arquivo: nonclear.0103.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:51:03 - Arquivo: nonclear.0104.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:51:24 - Arquivo: nonclear.0105.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:51:45 - Arquivo: nonclear.0106.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:52:04 - Arquivo: nonclear.0107.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:52:24 - Arquivo: nonclear.0108.jpg | Prob: 0.0101 | Threshold: 0.6000
2025-02-23 17:52:46 - Arquivo: nonclear.0109.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:53:06 - Arquivo: nonclear.0110.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:53:30 - Arquivo: nonclear.0111.jpg | Prob: 0.0053 | Threshold: 0.6000
2025-02-23 17:53:51 - Arquivo: nonclear.0112.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:54:10 - Arquivo: nonclear.0113.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:54:28 - Arquivo: nonclear.0114.jpg | Prob: 0.0095 | Threshold: 0.6000
2025-02-23 17:55:01 - Arquivo: nonclear.0115.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:55:19 - Arquivo: nonclear.0116.jpg | Prob: 0.0786 | Threshold: 0.6000
2025-02-23 17:55:37 - Arquivo: nonclear.0117.jpg | Prob: 0.0065 | Threshold: 0.6000
2025-02-23 17:55:56 - Arquivo: nonclear.0118.jpg | Prob: 0.9727 | Threshold: 0.6000
2025-02-23 17:56:19 - Arquivo: nonclear.0119.jpg | Prob: 0.0876 | Threshold: 0.6000
2025-02-23 17:56:44 - Arquivo: nonclear.0120.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:56:59 - Arquivo: nonclear.0121.jpg | Prob: 0.9989 | Threshold: 0.6000
2025-02-23 17:57:18 - Arquivo: nonclear.0122.jpg | Prob: 0.9971 | Threshold: 0.6000
2025-02-23 17:57:38 - Arquivo: nonclear.0123.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 17:57:59 - Arquivo: nonclear.0124.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:58:19 - Arquivo: nonclear.0125.jpg | Prob: 0.6976 | Threshold: 0.6000
2025-02-23 17:58:41 - Arquivo: nonclear.0126.jpg | Prob: 0.0008 | Threshold: 0.6000
2025-02-23 17:58:59 - Arquivo: nonclear.0127.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 17:59:18 - Arquivo: nonclear.0128.jpg | Prob: 0.0071 | Threshold: 0.6000
2025-02-23 17:59:39 - Arquivo: nonclear.0129.jpg | Prob: 0.0006 | Threshold: 0.6000
2025-02-23 17:59:59 - Arquivo: nonclear.0130.jpg | Prob: 0.0075 | Threshold: 0.6000
2025-02-23 18:00:24 - Arquivo: nonclear.0131.jpg | Prob: 0.0204 | Threshold: 0.6000
2025-02-23 18:00:57 - Arquivo: nonclear.0132.jpg | Prob: 0.0061 | Threshold: 0.6000
2025-02-23 18:01:17 - Arquivo: nonclear.0133.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 18:01:36 - Arquivo: nonclear.0134.jpg | Prob: 0.0619 | Threshold: 0.6000
2025-02-23 18:01:58 - Arquivo: nonclear.0135.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:02:19 - Arquivo: nonclear.0136.jpg | Prob: 0.7920 | Threshold: 0.6000
2025-02-23 18:02:41 - Arquivo: nonclear.0137.jpg | Prob: 0.0115 | Threshold: 0.6000
2025-02-23 18:03:01 - Arquivo: nonclear.0138.jpg | Prob: 0.0165 | Threshold: 0.6000
2025-02-23 18:03:22 - Arquivo: nonclear.0139.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 18:03:42 - Arquivo: nonclear.0140.jpg | Prob: 0.1072 | Threshold: 0.6000
2025-02-23 18:04:04 - Arquivo: nonclear.0141.jpg | Prob: 0.5459 | Threshold: 0.6000
2025-02-23 18:04:26 - Arquivo: nonclear.0142.jpg | Prob: 0.0712 | Threshold: 0.6000
2025-02-23 18:04:45 - Arquivo: nonclear.0143.jpg | Prob: 0.0206 | Threshold: 0.6000
2025-02-23 18:05:07 - Arquivo: nonclear.0144.jpg | Prob: 1.0000 | Threshold: 0.6000
2025-02-23 18:05:25 - Arquivo: nonclear.0145.jpg | Prob: 0.2204 | Threshold: 0.6000
2025-02-23 18:05:44 - Arquivo: nonclear.0146.jpg | Prob: 0.0233 | Threshold: 0.6000
2025-02-23 18:06:05 - Arquivo: nonclear.0147.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:06:27 - Arquivo: nonclear.0148.jpg | Prob: 0.2540 | Threshold: 0.6000
2025-02-23 18:06:49 - Arquivo: nonclear.0149.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:07:26 - Arquivo: nonclear.0150.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:07:48 - Arquivo: nonclear.0151.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:08:09 - Arquivo: nonclear.0152.jpg | Prob: 0.0010 | Threshold: 0.6000
2025-02-23 18:08:29 - Arquivo: nonclear.0153.jpg | Prob: 0.1721 | Threshold: 0.6000
2025-02-23 18:08:51 - Arquivo: nonclear.0154.jpg | Prob: 0.9999 | Threshold: 0.6000
2025-02-23 18:09:12 - Arquivo: nonclear.0155.jpg | Prob: 0.9946 | Threshold: 0.6000
2025-02-23 18:09:32 - Arquivo: nonclear.0156.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-23 18:09:53 - Arquivo: nonclear.0157.jpg | Prob: 0.9998 | Threshold: 0.6000
2025-02-23 18:10:17 - Arquivo: nonclear.0158.jpg | Prob: 0.0288 | Threshold: 0.6000
2025-02-23 18:10:36 - Arquivo: nonclear.0159.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:10:57 - Arquivo: nonclear.0160.jpg | Prob: 0.9946 | Threshold: 0.6000
2025-02-23 18:11:19 - Arquivo: nonclear.0161.jpg | Prob: 0.9997 | Threshold: 0.6000
2025-02-23 18:11:38 - Arquivo: nonclear.0162.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:12:02 - Arquivo: nonclear.0163.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:12:22 - Arquivo: nonclear.0164.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:12:43 - Arquivo: nonclear.0165.jpg | Prob: 0.0331 | Threshold: 0.6000
2025-02-23 18:13:03 - Arquivo: nonclear.0166.jpg | Prob: 0.9993 | Threshold: 0.6000
2025-02-23 18:13:37 - Arquivo: nonclear.0167.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:14:04 - Arquivo: nonclear.0168.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:14:24 - Arquivo: nonclear.0169.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:14:45 - Arquivo: nonclear.0170.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:15:20 - Arquivo: nonclear.0171.jpg | Prob: 0.0058 | Threshold: 0.6000
2025-02-23 18:15:41 - Arquivo: nonclear.0172.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:16:05 - Arquivo: nonclear.0173.jpg | Prob: 0.0018 | Threshold: 0.6000
2025-02-23 18:16:24 - Arquivo: nonclear.0174.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:16:44 - Arquivo: nonclear.0175.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:17:06 - Arquivo: nonclear.0176.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:17:29 - Arquivo: nonclear.0177.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:17:51 - Arquivo: nonclear.0178.jpg | Prob: 0.0254 | Threshold: 0.6000
2025-02-23 18:18:13 - Arquivo: nonclear.0179.jpg | Prob: 0.0028 | Threshold: 0.6000
2025-02-23 18:18:36 - Arquivo: nonclear.0180.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-23 18:19:22 - Arquivo: nonclear.0181.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:19:43 - Arquivo: nonclear.0182.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:20:04 - Arquivo: nonclear.0183.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-23 18:20:25 - Arquivo: nonclear.0184.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 18:20:48 - Arquivo: nonclear.0185.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:21:09 - Arquivo: nonclear.0186.jpg | Prob: 0.9997 | Threshold: 0.6000
2025-02-23 18:21:31 - Arquivo: nonclear.0187.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:21:55 - Arquivo: nonclear.0188.jpg | Prob: 0.0003 | Threshold: 0.6000
2025-02-23 18:22:20 - Arquivo: nonclear.0189.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:22:45 - Arquivo: nonclear.0190.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:23:06 - Arquivo: nonclear.0191.jpg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 18:23:27 - Arquivo: nonclear.0192.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:23:49 - Arquivo: nonclear.0193.jpg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:24:10 - Arquivo: nonclear.0194.jpg | Prob: 0.0002 | Threshold: 0.6000
2025-02-23 18:24:32 - Arquivo: nonclear.0195.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:24:57 - Arquivo: nonclear.0196.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:25:18 - Arquivo: nonclear.0197.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:25:41 - Arquivo: nonclear.0198.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:26:03 - Arquivo: nonclear.0199.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:26:24 - Arquivo: nonclear.0200.jpeg | Prob: 0.8957 | Threshold: 0.6000
2025-02-23 18:26:47 - Arquivo: nonclear.0201.jpeg | Prob: 0.9198 | Threshold: 0.6000
2025-02-23 18:27:15 - Arquivo: nonclear.0202.jpeg | Prob: 0.0001 | Threshold: 0.6000
2025-02-23 18:27:38 - Arquivo: nonclear.0203.jpeg | Prob: 0.0000 | Threshold: 0.6000
2025-02-23 18:28:00 - Arquivo: nonclear.0204.jpeg | Prob: 0.0027 | Threshold: 0.6000
